,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15,cond_num,grade_num,view_num,bed/bath,avg_fl_space,water_bool,base_bool,renovate_bool,City,Population_x,city_pop,98002,98003,98004,98005,98006,98007,98008,98010,98011,98014,98019,98022,98023,98024,98027,98028,98029,98030,98031,98032,98033,98034,98038,98039,98040,98042,98045,98052,98053,98055,98056,98058,98059,98065,98070,98072,98074,98075,98077,98092,98102,98103,98105,98106,98107,98108,98109,98112,98115,98116,98117,98118,98119,98122,98125,98126,98133,98136,98144,98146,98148,98155,98166,98168,98177,98178,98188,98198,98199
1668,350000.0,3.0,1.0,940.0,7811.0,1.0,NO,940.0,0.0,1959,0,98008,1180.0,7490.0,4,4,0,3.0,940.0,0,0,0,Bellevue,24411,131324,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1669,625000.0,4.0,2.75,2290.0,21486.0,1.0,NO,2290.0,0.0,1963,0,98006,2540.0,15936.0,2,4,3,1.4545454545454546,2290.0,0,0,0,Bellevue,36364,131324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,172500.0,2.0,2.0,1510.0,20685.0,1.0,NO,1250.0,260.0,1958,0,98059,1490.0,29527.0,2,3,0,1.0,1250.0,0,1,0,Renton,34463,141407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1671,554000.0,3.0,2.0,1830.0,3500.0,1.0,NO,1290.0,540.0,1909,0,98116,1530.0,4000.0,2,4,0,1.5,860.0,0,1,0,Seattle,22241,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1672,1190000.0,4.0,3.5,4340.0,217800.0,2.0,NO,4340.0,0.0,2003,0,98053,3430.0,219106.0,4,4,0,1.1428571428571428,2170.0,0,0,0,Redmond,18784,77226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1673,232000.0,3.0,2.0,1280.0,13356.0,1.0,NO,1280.0,0.0,1994,0,98042,1590.0,8071.0,2,5,0,1.5,1280.0,0,0,0,Kent,43673,147876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1674,234000.0,3.0,1.0,1040.0,8122.0,1.0,NO,1040.0,0.0,1971,0,98198,1470.0,8676.0,4,4,0,3.0,1040.0,0,0,0,Seattle,34584,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1675,500000.0,4.0,2.75,2260.0,7209.0,1.0,NO,1330.0,930.0,2002,0,98125,1790.0,10860.0,3,4,0,1.4545454545454546,1330.0,0,1,0,Seattle,37081,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1676,278000.0,3.0,1.0,860.0,7632.0,1.0,NO,860.0,0.0,1920,0,98166,890.0,7632.0,3,3,0,3.0,860.0,0,0,0,Seattle,20301,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1677,230000.0,5.0,1.0,1920.0,19040.0,1.0,NO,1160.0,760.0,1961,0,98168,1920.0,11520.0,3,4,0,5.0,1160.0,0,1,0,Seattle,33734,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1678,500000.0,4.0,1.75,2290.0,9215.0,1.0,NO,1270.0,1020.0,1969,0,98027,2290.0,10200.0,2,5,0,2.2857142857142856,1270.0,0,1,0,Issaquah,26141,50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1679,366500.0,4.0,2.75,2070.0,9300.0,1.0,NO,1120.0,950.0,1945,0,98155,1010.0,8308.0,2,5,0,1.4545454545454546,1120.0,0,1,0,Seattle,32778,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1681,575000.0,2.0,1.75,1840.0,4076.0,1.0,NO,1140.0,700.0,1957,0,98117,1540.0,4076.0,3,5,0,1.1428571428571428,1140.0,0,1,0,Seattle,31365,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1682,674750.0,4.0,2.5,2590.0,9753.0,2.0,NO,2590.0,0.0,1993,0,98075,2800.0,9917.0,3,4,0,1.6,1295.0,0,0,0,Sammamish,20715,46463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1683,719000.0,5.0,2.0,3110.0,6131.0,1.0,NO,1560.0,1550.0,1940,0,98118,1720.0,6600.0,2,5,0,2.5,1560.0,0,1,0,Seattle,42731,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1684,482000.0,3.0,1.75,2600.0,105587.0,1.0,NO,1300.0,1300.0,1980,0,98070,1941.0,208438.0,2,4,0,1.7142857142857142,1300.0,0,1,0,Vashon,10624,10624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1685,254000.0,2.0,1.0,1060.0,8187.0,1.0,NO,1060.0,0.0,1952,0,98133,1260.0,8188.0,2,5,1,2.0,1060.0,0,0,0,Seattle,44555,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1686,443725.0,3.0,1.75,1250.0,3880.0,1.0,NO,750.0,500.0,1944,0,98117,1240.0,3880.0,2,7,0,1.7142857142857142,750.0,0,1,0,Seattle,31365,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1687,575000.0,4.0,2.5,2520.0,35636.0,2.0,NO,2520.0,0.0,1980,0,98053,2230.0,35673.0,3,4,0,1.6,1260.0,0,0,0,Redmond,18784,77226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688,175000.0,2.0,1.0,1300.0,44431.0,1.0,NO,1300.0,0.0,1958,0,98001,1470.0,14850.0,2,3,0,2.0,1300.0,0,0,0,Auburn,31911,103374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1689,550000.0,4.0,3.0,2760.0,13113.0,1.0,NO,1760.0,1000.0,1974,0,98028,1900.0,13113.0,2,5,0,1.3333333333333333,1760.0,0,1,0,Kenmore,20419,20419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1690,172040.0,3.0,2.25,1710.0,7134.0,1.0,NO,1130.0,580.0,1979,0,98031,1790.0,7455.0,2,7,0,1.3333333333333333,1130.0,0,1,0,Kent,36581,147876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,363000.0,3.0,2.0,1750.0,7000.0,1.0,NO,1750.0,0.0,1993,0,98038,1840.0,6969.0,2,5,0,1.5,1750.0,0,0,0,Maple Valley,31171,31171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1693,365000.0,3.0,2.5,1720.0,99916.0,2.0,NO,1720.0,0.0,1990,0,98042,1340.0,73180.0,2,5,0,1.2,860.0,0,0,0,Kent,43673,147876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1694,269950.0,4.0,2.5,1960.0,7230.0,2.0,NO,1960.0,0.0,2002,0,98023,1850.0,7208.0,3,6,0,1.6,980.0,0,0,0,Federal Way,47510,91661,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1695,260000.0,2.0,1.0,1270.0,19602.0,1.0,NO,1270.0,0.0,1977,0,98010,1270.0,17699.0,2,4,0,2.0,1270.0,0,0,0,Black Diamond,5025,5025,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,900000.0,4.0,3.25,4700.0,38412.0,2.0,NO,3420.0,1280.0,1978,0,98005,3640.0,35571.0,3,7,0,1.2307692307692308,1710.0,0,1,0,Bellevue,17714,131324,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1697,371000.0,3.0,2.5,2150.0,8361.0,2.0,NO,2150.0,0.0,1991,0,98058,2150.0,9368.0,3,3,0,1.2,1075.0,0,0,0,Renton,41938,141407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1698,592000.0,3.0,2.5,2400.0,81892.0,2.0,NO,2400.0,0.0,1985,0,98045,1370.0,37270.0,2,4,0,1.2,1200.0,0,0,0,North Bend,13888,13888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1699,300000.0,3.0,2.5,1830.0,12750.0,2.0,NO,1830.0,0.0,1991,0,98168,1610.0,10000.0,2,4,0,1.2,915.0,0,0,0,Seattle,33734,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1700,299500.0,3.0,2.5,2090.0,7163.0,2.0,NO,2090.0,0.0,1989,0,98003,2320.0,8634.0,2,6,0,1.2,1045.0,0,0,0,Federal Way,44151,91661,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1701,280000.0,4.0,2.25,1990.0,7350.0,1.0,NO,1180.0,810.0,1978,0,98003,2030.0,7210.0,2,8,0,1.7777777777777777,1180.0,0,1,0,Federal Way,44151,91661,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1702,446000.0,4.0,2.25,2270.0,7800.0,1.0,NO,1290.0,980.0,1977,0,98034,1480.0,7280.0,2,5,0,1.7777777777777777,1290.0,0,1,0,Kirkland,40407,74745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1703,1540000.0,4.0,2.75,4910.0,15139.0,1.0,NO,2560.0,2350.0,1964,0,98004,3980.0,15139.0,2,5,0,1.4545454545454546,2560.0,0,1,0,Bellevue,27946,131324,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1704,325000.0,3.0,1.0,950.0,4500.0,1.0,NO,950.0,0.0,1943,0,98118,1140.0,4500.0,2,4,0,3.0,950.0,0,0,0,Seattle,42731,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1705,322500.0,4.0,2.5,1940.0,7107.0,2.0,NO,1940.0,0.0,2000,0,98038,1850.0,5705.0,2,6,0,1.6,970.0,0,0,0,Maple Valley,31171,31171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,453000.0,3.0,1.0,1210.0,9473.0,1.0,NO,1210.0,0.0,1955,0,98006,1700.0,11465.0,3,5,0,3.0,1210.0,0,0,0,Bellevue,36364,131324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1707,655000.0,4.0,2.5,2570.0,4412.0,2.0,NO,2570.0,0.0,2001,0,98034,2460.0,5470.0,2,4,0,1.6,1285.0,0,0,0,Kirkland,40407,74745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,235000.0,4.0,1.0,1610.0,24000.0,1.0,NO,1610.0,0.0,1947,0,98001,1270.0,9600.0,2,3,0,4.0,1073.3333333333333,0,0,0,Auburn,31911,103374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,968933.0,4.0,3.5,4120.0,7304.0,2.0,NO,3070.0,1050.0,2006,0,98033,2470.0,9600.0,2,4,0,1.1428571428571428,1535.0,0,1,0,Kirkland,34338,74745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1710,435000.0,4.0,2.25,1990.0,8548.0,2.0,NO,1990.0,0.0,1973,0,98033,2320.0,8926.0,2,5,0,1.7777777777777777,995.0,0,0,0,Kirkland,34338,74745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1711,242000.0,3.0,2.0,1260.0,8092.0,1.0,NO,1260.0,0.0,1986,0,98038,1950.0,8092.0,2,5,0,1.5,1260.0,0,0,0,Maple Valley,31171,31171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,625000.0,3.0,2.5,2410.0,64073.0,1.0,NO,1820.0,590.0,1976,0,98072,2980.0,48760.0,2,6,0,1.2,1820.0,0,1,0,Woodinville,22312,35897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,165000.0,3.0,1.5,1280.0,7742.0,1.0,NO,1280.0,0.0,1973,0,98001,1566.0,7696.0,3,7,0,2.0,1280.0,0,0,0,Auburn,31911,103374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1714,335000.0,3.0,1.0,2320.0,6750.0,1.0,NO,1160.0,1160.0,1960,0,98118,1230.0,6075.0,2,4,0,3.0,1160.0,0,1,0,Seattle,42731,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,286700.0,3.0,1.0,1220.0,6600.0,1.0,NO,1220.0,0.0,1958,0,98065,1100.0,6600.0,2,4,0,3.0,1220.0,0,0,0,Snoqualmie,12699,12699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,580000.0,4.0,2.5,2220.0,7064.0,2.0,NO,2220.0,0.0,1988,0,98029,2220.0,7451.0,3,4,0,1.6,1110.0,0,0,0,Issaquah,24348,50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1717,754800.0,2.0,2.5,2770.0,7781.0,2.0,NO,2770.0,0.0,2006,0,98053,1870.0,5984.0,3,4,0,0.8,1385.0,0,0,0,Redmond,18784,77226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,525000.0,4.0,2.5,2303.0,16801.0,2.0,NO,2303.0,0.0,1995,0,98019,2080.0,14013.0,2,5,0,1.6,1151.5,0,0,0,Duvall,10725,10725,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1719,575000.0,4.0,1.75,1280.0,6060.0,1.0,NO,860.0,420.0,1926,0,98117,1490.0,4680.0,2,5,0,2.2857142857142856,860.0,0,1,0,Seattle,31365,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,808900.0,5.0,2.5,2900.0,5901.0,2.0,NO,2900.0,0.0,2006,0,98027,3200.0,5775.0,2,4,0,2.0,1450.0,0,0,0,Issaquah,26141,50489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1721,473000.0,3.0,2.75,1050.0,7200.0,1.0,NO,1050.0,0.0,1985,0,98125,1860.0,9000.0,4,5,0,1.0909090909090908,1050.0,0,0,0,Seattle,37081,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1722,350000.0,4.0,2.75,2990.0,11210.0,1.0,NO,1880.0,1110.0,1977,0,98023,2790.0,9858.0,2,5,0,1.4545454545454546,1880.0,0,1,0,Federal Way,47510,91661,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1723,305500.0,3.0,1.0,1240.0,6090.0,1.0,NO,1240.0,0.0,1950,0,98155,1550.0,9096.0,2,4,0,3.0,1240.0,0,0,0,Seattle,32778,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1724,306000.0,2.0,1.0,780.0,13500.0,1.0,NO,780.0,0.0,1946,1989,98077,2200.0,67518.0,2,6,0,2.0,780.0,0,0,1,Woodinville,13585,35897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1725,233000.0,2.0,2.25,850.0,1656.0,2.0,NO,850.0,0.0,2001,0,98133,850.0,1312.0,3,3,0,0.8888888888888888,425.0,0,0,0,Seattle,44555,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1726,490000.0,3.0,1.75,1540.0,9000.0,1.0,NO,1540.0,0.0,1971,0,98125,1710.0,7488.0,2,8,4,1.7142857142857142,1540.0,0,0,0,Seattle,37081,837792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,445000.0,4.0,2.5,2280.0,42077.0,2.0,NO,2280.0,0.0,1994,0,98042,2280.0,36236.0,3,4,0,1.6,1140.0,0,0,0,Kent,43673,147876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
